,Unnamed: 0,image1_title,image1_label,image1_url,image2_title,image2_label,image2_url,image3_title,image3_label,image3_url
0,0,ISIC_0000484,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000484_resized.jpg?raw=true,ISIC_7228524,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7228524_resized.jpg?raw=true,ISIC_9556334,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9556334_resized.jpg?raw=true
1,1,ISIC_0010227,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010227_resized.jpg?raw=true,ISIC_6355353,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6355353_resized.jpg?raw=true,ISIC_0953317,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0953317_resized.jpg?raw=true
2,2,ISIC_0013845,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013845_resized.jpg?raw=true,ISIC_2609984,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2609984_resized.jpg?raw=true,ISIC_6695831,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6695831_resized.jpg?raw=true
3,3,ISIC_0000081,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000081_resized.jpg?raw=true,ISIC_3065032,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3065032_resized.jpg?raw=true,ISIC_7748311,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7748311_resized.jpg?raw=true
4,4,ISIC_0009898,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0009898_resized.jpg?raw=true,ISIC_4710645,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4710645_resized.jpg?raw=true,ISIC_3628451,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3628451_resized.jpg?raw=true
5,5,ISIC_0000307,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000307_resized.jpg?raw=true,ISIC_2783331,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2783331_resized.jpg?raw=true,ISIC_3144222,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3144222_resized.jpg?raw=true
6,6,ISIC_0011333,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011333_resized.jpg?raw=true,ISIC_3834379,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3834379_resized.jpg?raw=true,ISIC_0718586,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0718586_resized.jpg?raw=true
7,7,ISIC_0000174,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000174_resized.jpg?raw=true,ISIC_4170698,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4170698_resized.jpg?raw=true,ISIC_1725961,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1725961_resized.jpg?raw=true
8,8,ISIC_0000003,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000003_resized.jpg?raw=true,ISIC_5434661,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5434661_resized.jpg?raw=true,ISIC_9286292,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9286292_resized.jpg?raw=true
9,9,ISIC_0000026,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000026_resized.jpg?raw=true,ISIC_1589997,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1589997_resized.jpg?raw=true,ISIC_7312977,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7312977_resized.jpg?raw=true
10,10,ISIC_0004110,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0004110_resized.jpg?raw=true,ISIC_2437633,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2437633_resized.jpg?raw=true,ISIC_3446357,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3446357_resized.jpg?raw=true
11,11,ISIC_0001119,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0001119_resized.jpg?raw=true,ISIC_9332454,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9332454_resized.jpg?raw=true,ISIC_3072343,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3072343_resized.jpg?raw=true
12,12,ISIC_0002647,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0002647_resized.jpg?raw=true,ISIC_1199843,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1199843_resized.jpg?raw=true,ISIC_5891384,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5891384_resized.jpg?raw=true
