,Unnamed: 0,image1_title,image1_label,image1_url,image2_title,image2_label,image2_url,image3_title,image3_label,image3_url
250,250,ISIC_0000163,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000163_resized.jpg?raw=true,ISIC_2508032,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2508032_resized.jpg?raw=true,ISIC_6961503,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6961503_resized.jpg?raw=true
251,251,ISIC_0014385,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014385_resized.jpg?raw=true,ISIC_6316781,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6316781_resized.jpg?raw=true,ISIC_8545949,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8545949_resized.jpg?raw=true
252,252,ISIC_0000482,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000482_resized.jpg?raw=true,ISIC_9908982,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9908982_resized.jpg?raw=true,ISIC_3242778,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3242778_resized.jpg?raw=true
253,253,ISIC_0013500,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013500_resized.jpg?raw=true,ISIC_8052769,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8052769_resized.jpg?raw=true,ISIC_5044438,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5044438_resized.jpg?raw=true
254,254,ISIC_0000145,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000145_resized.jpg?raw=true,ISIC_1124434,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1124434_resized.jpg?raw=true,ISIC_3301933,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3301933_resized.jpg?raw=true
255,255,ISIC_0000143,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000143_resized.jpg?raw=true,ISIC_6692344,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6692344_resized.jpg?raw=true,ISIC_6269166,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6269166_resized.jpg?raw=true
256,256,ISIC_0013783,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013783_resized.jpg?raw=true,ISIC_1724802,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1724802_resized.jpg?raw=true,ISIC_5594546,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5594546_resized.jpg?raw=true
257,257,ISIC_0011135,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011135_resized.jpg?raw=true,ISIC_1952749,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1952749_resized.jpg?raw=true,ISIC_6714082,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6714082_resized.jpg?raw=true
258,258,ISIC_0000150,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000150_resized.jpg?raw=true,ISIC_4967586,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4967586_resized.jpg?raw=true,ISIC_4938994,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4938994_resized.jpg?raw=true
259,259,ISIC_0000473,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000473_resized.jpg?raw=true,ISIC_0559335,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0559335_resized.jpg?raw=true,ISIC_7611464,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7611464_resized.jpg?raw=true
260,260,ISIC_0014076,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014076_resized.jpg?raw=true,ISIC_6039516,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6039516_resized.jpg?raw=true,ISIC_2309744,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2309744_resized.jpg?raw=true
261,261,ISIC_0000445,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000445_resized.jpg?raw=true,ISIC_1729223,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1729223_resized.jpg?raw=true,ISIC_5327976,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5327976_resized.jpg?raw=true
262,262,ISIC_0014076,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014076_resized.jpg?raw=true,ISIC_8505243,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8505243_resized.jpg?raw=true,ISIC_9685931,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9685931_resized.jpg?raw=true
263,263,ISIC_0015109,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015109_resized.jpg?raw=true,ISIC_1843497,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1843497_resized.jpg?raw=true,ISIC_9883879,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9883879_resized.jpg?raw=true
264,264,ISIC_0000078,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000078_resized.jpg?raw=true,ISIC_9837063,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9837063_resized.jpg?raw=true,ISIC_0662000,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0662000_resized.jpg?raw=true
265,265,ISIC_0002616,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0002616_resized.jpg?raw=true,ISIC_8922893,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8922893_resized.jpg?raw=true,ISIC_8417873,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8417873_resized.jpg?raw=true
266,266,ISIC_0010368,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010368_resized.jpg?raw=true,ISIC_2146346,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2146346_resized.jpg?raw=true,ISIC_5462221,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5462221_resized.jpg?raw=true
267,267,ISIC_0010241,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010241_resized.jpg?raw=true,ISIC_8892236,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8892236_resized.jpg?raw=true,ISIC_2297987,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2297987_resized.jpg?raw=true
268,268,ISIC_0012930,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0012930_resized.jpg?raw=true,ISIC_2035097,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2035097_resized.jpg?raw=true,ISIC_4803030,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4803030_resized.jpg?raw=true
269,269,ISIC_0014919,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014919_resized.jpg?raw=true,ISIC_1441260,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1441260_resized.jpg?raw=true,ISIC_4408559,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4408559_resized.jpg?raw=true
270,270,ISIC_0001133,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0001133_resized.jpg?raw=true,ISIC_8170665,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8170665_resized.jpg?raw=true,ISIC_8306697,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8306697_resized.jpg?raw=true
271,271,ISIC_0011132,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011132_resized.jpg?raw=true,ISIC_8381531,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8381531_resized.jpg?raw=true,ISIC_5591038,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5591038_resized.jpg?raw=true
272,272,ISIC_0000110,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000110_resized.jpg?raw=true,ISIC_7079349,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7079349_resized.jpg?raw=true,ISIC_2358454,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2358454_resized.jpg?raw=true
273,273,ISIC_0014603,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014603_resized.jpg?raw=true,ISIC_4377208,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4377208_resized.jpg?raw=true,ISIC_9174738,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9174738_resized.jpg?raw=true
274,274,ISIC_0013500,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013500_resized.jpg?raw=true,ISIC_5272223,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5272223_resized.jpg?raw=true,ISIC_2306349,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2306349_resized.jpg?raw=true
275,275,ISIC_0000445,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000445_resized.jpg?raw=true,ISIC_9821002,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9821002_resized.jpg?raw=true,ISIC_7242384,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7242384_resized.jpg?raw=true
276,276,ISIC_0014832,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014832_resized.jpg?raw=true,ISIC_6896795,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6896795_resized.jpg?raw=true,ISIC_7253401,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7253401_resized.jpg?raw=true
277,277,ISIC_0000140,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000140_resized.jpg?raw=true,ISIC_1968421,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1968421_resized.jpg?raw=true,ISIC_3673080,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3673080_resized.jpg?raw=true
278,278,ISIC_0014715,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014715_resized.jpg?raw=true,ISIC_7079714,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7079714_resized.jpg?raw=true,ISIC_2782221,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2782221_resized.jpg?raw=true
279,279,ISIC_0013982,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013982_resized.jpg?raw=true,ISIC_1630301,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1630301_resized.jpg?raw=true,ISIC_9402324,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9402324_resized.jpg?raw=true
280,280,ISIC_0013208,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013208_resized.jpg?raw=true,ISIC_8496052,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8496052_resized.jpg?raw=true,ISIC_3696488,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3696488_resized.jpg?raw=true
281,281,ISIC_0014190,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014190_resized.jpg?raw=true,ISIC_5854870,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5854870_resized.jpg?raw=true,ISIC_6442768,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6442768_resized.jpg?raw=true
282,282,ISIC_0013936,1.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013936_resized.jpg?raw=true,ISIC_6561111,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6561111_resized.jpg?raw=true,ISIC_5813427,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5813427_resized.jpg?raw=true
283,283,ISIC_0013981,0.0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013981_resized.jpg?raw=true,ISIC_2637608,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2637608_resized.jpg?raw=true,ISIC_1537141,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1537141_resized.jpg?raw=true
