"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id1","Input.id2","Input.image1_title","Input.image1_label","Input.image1_url","Input.image2_title","Input.image2_label","Input.image2_url","Input.image3_title","Input.image3_label","Input.image3_url","Answer.equal","Answer.equal.label","Approve","Reject"
"31ANT7FQN82HLONU2E9ORRHVUK95HS","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:22 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:22 PST 2021","","","3VSOLARPKB9OENG1GL25OXHF30H93X","A18KS7Y1G3IUCM","Submitted","Wed Nov 17 22:51:10 PST 2021","Wed Nov 17 23:08:25 PST 2021","Sat Nov 20 23:08:25 PST 2021","","","","1035","0% (0/0)","0% (0/0)","0% (0/0)","43","43","ISIC_0015189","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015189_resized.jpg?raw=true","ISIC_4560763","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4560763_resized.jpg?raw=true","ISIC_4176366","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4176366_resized.jpg?raw=true","neutral",""
"31ANT7FQN82HLONU2E9ORRHVUK95HS","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:22 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:22 PST 2021","","","34MAJL3QP4NNHHAPZQ6E7P6ZH8343W","A2M9KTGLLKXMVV","Submitted","Wed Nov 17 22:51:07 PST 2021","Wed Nov 17 22:51:55 PST 2021","Sat Nov 20 22:51:55 PST 2021","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","43","43","ISIC_0015189","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015189_resized.jpg?raw=true","ISIC_4560763","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4560763_resized.jpg?raw=true","ISIC_4176366","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4176366_resized.jpg?raw=true","","confident"
"31ANT7FQN82HLONU2E9ORRHVUK95HS","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:22 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:22 PST 2021","","","38BQUHLA9W0S7WSHOSQ2HMLAYQJOM5","A3MJFAG64TUVN6","Submitted","Wed Nov 17 22:50:53 PST 2021","Wed Nov 17 22:52:19 PST 2021","Sat Nov 20 22:52:19 PST 2021","","","","86","0% (0/0)","0% (0/0)","0% (0/0)","43","43","ISIC_0015189","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015189_resized.jpg?raw=true","ISIC_4560763","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4560763_resized.jpg?raw=true","ISIC_4176366","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4176366_resized.jpg?raw=true","","very confident"
"31YWE12TE0CTUI1SVB67SXJL9GMX7R","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","3Z7VU45IPYH7ABKZXFILDS4BKJS1ZD","A2TQ2I0LS676X8","Submitted","Wed Nov 17 22:51:18 PST 2021","Wed Nov 17 23:03:01 PST 2021","Sat Nov 20 23:03:01 PST 2021","","","","703","0% (0/0)","0% (0/0)","0% (0/0)","9","9","ISIC_0000026","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000026_resized.jpg?raw=true","ISIC_1589997","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1589997_resized.jpg?raw=true","ISIC_7312977","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7312977_resized.jpg?raw=true","","neutral"
"31YWE12TE0CTUI1SVB67SXJL9GMX7R","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","3NGI5ARFTT5DW7ITA6KJMU2XAKL1PS","ATEPGWH4TBHY7","Submitted","Wed Nov 17 22:51:22 PST 2021","Wed Nov 17 22:52:24 PST 2021","Sat Nov 20 22:52:24 PST 2021","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","9","9","ISIC_0000026","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000026_resized.jpg?raw=true","ISIC_1589997","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1589997_resized.jpg?raw=true","ISIC_7312977","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7312977_resized.jpg?raw=true","","neutral"
"31YWE12TE0CTUI1SVB67SXJL9GMX7R","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","3NPFYT4IZC4F9VANEGF3NUS6E8DGXV","AYUQBR5XZDJHZ","Submitted","Wed Nov 17 22:52:04 PST 2021","Wed Nov 17 23:00:37 PST 2021","Sat Nov 20 23:00:37 PST 2021","","","","513","0% (0/0)","0% (0/0)","0% (0/0)","9","9","ISIC_0000026","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000026_resized.jpg?raw=true","ISIC_1589997","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1589997_resized.jpg?raw=true","ISIC_7312977","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7312977_resized.jpg?raw=true","confident",""
"329E6HTMSW259Z1YUGOSPMZ385LK3K","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","39KFRKBFINVS1DHV7VEDBH8H70XOYV","A108BQB0ENJDKV","Submitted","Wed Nov 17 22:51:17 PST 2021","Wed Nov 17 22:54:51 PST 2021","Sat Nov 20 22:54:51 PST 2021","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","16","16","ISIC_0010241","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010241_resized.jpg?raw=true","ISIC_2979268","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2979268_resized.jpg?raw=true","ISIC_0751846","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0751846_resized.jpg?raw=true","","confident"
"329E6HTMSW259Z1YUGOSPMZ385LK3K","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","3H0W84IWBK2XSLSKZMJNY9L60BCRES","A2V2L0ZXSHO9D7","Submitted","Wed Nov 17 22:51:05 PST 2021","Wed Nov 17 23:00:44 PST 2021","Sat Nov 20 23:00:44 PST 2021","","","","579","100% (2/2)","100% (2/2)","100% (2/2)","16","16","ISIC_0010241","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010241_resized.jpg?raw=true","ISIC_2979268","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2979268_resized.jpg?raw=true","ISIC_0751846","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0751846_resized.jpg?raw=true","","very confident"
"329E6HTMSW259Z1YUGOSPMZ385LK3K","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:21 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:21 PST 2021","","","39ZSFO5CA8WXJT6THHPJ00LICICUJK","A2ZJAQE1IFJRZF","Submitted","Wed Nov 17 22:51:11 PST 2021","Wed Nov 17 22:59:29 PST 2021","Sat Nov 20 22:59:29 PST 2021","","","","498","0% (0/0)","0% (0/0)","0% (0/0)","16","16","ISIC_0010241","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010241_resized.jpg?raw=true","ISIC_2979268","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2979268_resized.jpg?raw=true","ISIC_0751846","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0751846_resized.jpg?raw=true","","confident"
"32L724R85LKLATGXSB0NP9NRLXOPIQ","3LMOG6ZFAI7PYMLKJXO7BFVSNG22FI","Similarity Ratings of Skin Lesions","Image annotation based on similarity rating between anchor, A and B images.","similarity, image, annotation","$0.05","Wed Nov 17 22:50:20 PST 2021","3","BatchId:4607797;OriginalHitTemplateId:928390889;","3600","259200","Wed Nov 24 22:50:20 PST 2021","","","3U0SRXB7CD51MR5XSLM6OWFFE3DRNH","A108BQB0ENJDKV","Submitted","Wed Nov 17 22:51:17 PST 2021","Wed Nov 17 22:55:21 PST 2021","Sat Nov 20 22:55:21 PST 2021","","","","244","0% (0/0)","0% (0/0)","0% (0/0)","0","0","ISIC_0000484","1.0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000484_resized.jpg?raw=true","ISIC_7228524","0","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7228524_resized.jpg?raw=true","ISIC_9556334","1","https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9556334_resized.jpg?raw=true","","very confident"
